REGION;DEPARTEMENT;NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;coordonnees_finales;coordonnees_ban;coordonnees_cp
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;Musée départemental de préhistoire;0415801;Route de Montmeyan;04500;QUINSON;0492740959;0492740748;www.museeprehistoire.com;16 décembre au 31 janvier inclus;Ouvert du 1er février au 15 décembre. En février-mars de 10h à 18h, avril à juin de 10h à 19h, juillet-août tous les jours de 10h à 20h, septembre de 10h à 19h, octobre à mi-décembre de 10h à 18h;jusqu'à 20h en juillet-août;01/02/2003;;43.709853, 6.040735;43.709853, 6.040735;43.779502795, 6.08235734615
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée de la Castre;0602901;Le Suquet;06400;CANNES;0493385526;0493388150;Site de la ville;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert d'octobre à mars de 10h à 13h et de 14h à 17h, d'avril à juin et septembre de 10h à 13h et de 14h à 18h, juillet-août tous les jours de 10h à 19h;Mercredi jusqu'à 21h de juin à septembre;01/02/2003;;43.551506, 7.010014;43.551506, 7.010014;43.5526938306, 7.00247889833
PAYS DE LA LOIRE;VENDEE;Musée La Bourrine du Bois-Juquaud;8522601;4, Chemin du Bois Juquaud;85270;SAINT-HILAIRE-DE-RIEZ;0251492737;0251938302;Site de la ville : www.sainthilairederiez.fr;1er novembre, 25 décembre et 1er janvier;Ouvert en avril du mardi au dimanche et jours fériés de 14h à 18h, en mai, juin et septembre du lundi ausamedi de 14h à 18h, dimanche et jours fériés de 15h à 19h, en juillet-août du lundi au samedi de 10h à 12h30 et de 14h à 19h, dimanche et jours fériés;;28/07/2004;;46.75833, -1.953063;46.75833, -1.953063;46.7457643278, -1.94773887876
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;Musée de Salagon;0411101;Prieuré de Salagon;04300;MANE;0492757050;0492757058;www.musee-de-salagon.com;A partir du 16 décembre et en janvier;Ouvert tous les jours de février à avril, d'octobre au 15 décembre  de 10h à 18h, de mai à septembre de 10h à 19h;Nocturne le jeudi jusqu'à 22h de juin à août;01/02/2003;;43.935933, 5.762811;43.935933, 5.762811;43.9526541708, 5.78676872287
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée National Message Biblique Marc Chagall;0608811;Avenue du Docteur Menard;06000;NICE;0493538720;0493538739;www.musees-nationaux-alpesmaritimes.fr;1er janvier, 1er mai, 25 décembre;Ouvert de novembre à avril de 10 h à 17 h et de mai à octobre de 10 h à 18 h;;06/01/2002;;43.70931, 7.268731;43.70931, 7.268731;43.7122279855, 7.23752896461
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée Jean Cocteau Collection Séverin Wunderman;0608304;2, Quai de Monléon;06500;MENTON;0489815250;0492418066;www.museecocteaumenton.fr;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;43.775097, 7.506512;43.775097, 7.506512;43.8073366872, 7.47793852475
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;Musée de la vallée;0401901;"Villa ""La Sapinière""
10, Avenue de la Libération";04400;BARCELONNETTE;0492812715;0492345517;site de la ville - www.barcelonnette.com;Du 16 novembre au 15 décembre inclus et 1er mai, 25 décembre et 1er janvier;Ouvert du mercredi au samedi de 14h30 à 18h hors vacances scolaires. Du 15 juin au 6 juillet et du 1er au 14 septembre du mercredi au dimanche de 14h30 à 18h, du 6 juillet au 31 août tous les jours de 10h à 12h et de 14h30 à 18h30;;01/02/2003;;44.3554624604, 6.65679459978;;44.3554624604, 6.65679459978
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée-Château de Cagnes;0602701;"7, Place Grimaldi
Haut de Cagnes";06800;CAGNES-SUR-MER;0492024730;0292024739;Site de la ville;1er janvier, 25 décembre - une semaine au début de décembre;Ouvert d'octobre à mars du mercredi au lundi de 10h à 12h et de 14h à 17h, d'avril à juin et septembre de 10h à 12h et de 14h à 18h, en juillet-août de 10h à 13h et de 14h à 18h;;01/02/2003;;43.6717115004, 7.15221251149;;43.6717115004, 7.15221251149
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée de la Mer;0602902;Fort Royal de l'Ile-Sainte-Marguerite;06400;CANNES;0493385526;0493388150;Site de la ville;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert d'octobre à mars de 10h30 à 13h15 et de 14h15 à 16h45, d'avril à mai de 10h30 à 13h15 et de 14h15 à 17h45, de juin à septembre tous les jours de 10h à 17h45;;01/02/2003;;43.5526938306, 7.00247889833;;43.5526938306, 7.00247889833
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée d'Art Naïf Anatole Jakovsky;0608804;"Château Sainte-Hélène
23, Avenue de Fabron";06200;NICE;0493717833;0493723410;Site de la ville : www.nice.fr/Culture/Musees-et-expositions/Musee-d-Art-Naif;1er janvier, le dimanche de Pâques, le 1er mai, le 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;43.7122279855, 7.23752896461;;43.7122279855, 7.23752896461
GRAND EST;VOSGES;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;8841301;13, Rue Saint-Charles;88100;SAINT-DIE-DES-VOSGES;0329516035;0329516041;https://www.saint-die.eu/culture/musee-pierre-noel;Jours fériés;Ouvert en hiver le mardi et du jeudi au et dimanche de 14 h à 18 h, le mercredi de 10h à 12h et de 14h à 18h et en été du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h;;01/02/2003;;48.288277, 6.95167;48.288277, 6.95167;48.2770217202, 6.94440073629
GRAND EST;VOSGES;Musée Charles Friry;8838302;12, Rue du Général Humbert;88200;REMIREMONT;0329625913;0329624250;www.remiremont.fr/culture/musees.php;Octobre - 1er janvier, 1er mai, Ascension, Toussaint, 25 décembre;Ouvert de janvier à mars du lundi au samedi de 14h à 18h, et en avril de 14h à 18h et de mai à septembre de 10h à 12h et de 14h à 18h, de novembre à décembre de 14h à 18h du mercredi au lundi;;11/08/2002;;48.015174, 6.590031;48.015174, 6.590031;48.0187075371, 6.60603974178
GRAND EST;MOSELLE;Musée Départemental Georges de la Tour;5771201;Place Jeann d'Arc;57630;VIC-SUR-SEILLE;0387780530;0387780669;www.cg57.fr/culture/1-8-delatour.asp;1er mai, 23 décembre au 7 janvier inclus;Ouvert du mardi au dimanche de 10h00 à 18h du 28 mars au 1er novembre;;01/02/2003;;48.781994, 6.531454;48.781994, 6.531454;48.7720464776, 6.58794854277
GUADELOUPE;GUADELOUPE;Musée Départemental Victor Schoelcher;9712002;24, Rue Peynier;97110;POINTE-A-PITRE -GUADELOUPE;0590820804;0590837839;www.cg971.fr/musees/schoelcher/index_schoecher.htm;Jours fériés;Ouvert du lundi au vendredi de 9h à 17h;;01/02/2003;;16.237697, -61.537737;16.237697, -61.537737;16.2380667496, -61.5355740279
HAUTS-DE-France;AISNE;Musée municipal de Chauny;0217301;28, Rue de la Paix;02300;CHAUNY;0323383259;0323383299;http://www.ville-chauny.fr;;Ouvert mercredi et jeudi de 14h à 17h. Ouvert sur rendez-vous pour les groupes scolaires;;01/02/2003;;49.615394, 3.216814;49.615394, 3.216814;49.5817295222, 3.19169688143
HAUTS-DE-France;AISNE;Musée - Centre de Documentation Alfred Desmasures;0238101;Impasse du Château;02500;HIRSON;0323987742;;;;Ouvert lundi, mardi, jeudi, vendredi, samedi de 13h30 à 16h30, les matins, les mercredis et dimanches sur rendez-vous;;01/02/2003;;49.925734, 4.079378;49.925734, 4.079378;49.890758884, 4.10750632589
GRAND EST;MOSELLE;Musée Militaire et Erckmann-Chatrian;5754001;"Hôtel de Ville
Place d’Armes";57370;PHALSBOURG;0387244242;0387244287;www.phalsbourg.fr/laculturelesloisirs/lemusee;Jours fériés;Ouvert du lundi au vendredi de 9h à 12h et de 13h30 à 17h, le samedi de 10h à 12h, en juillet-août samedi et dimanche de 10h à 12h et de 14h à 17h;;01/02/2003;;48.7889855572, 7.22238046846;;48.7889855572, 7.22238046846
GUYANE;GUYANE;Ecomusée Municipal d'Approuague-Kaw;9730101;"Rue Gaston Monnerville
Le Bourg";97390;REGINA;0594370944;0594370944;http://www.coeurdeforet.fr/guyane/regina-guyane-amazonie/ecomusee-regina;;Ouvert mercredi, vendredi, samedi et dimanche de 9h30 à 17h30. Accueil à la carte et sur rendez-vous pour les groupes. Ouvert lors des vacances scolaires de 9h30 à 17h30 sauf le mardi;;01/02/2003;;3.94089788732, -52.5199751227;;3.94089788732, -52.5199751227
GUADELOUPE;GUADELOUPE;Musée l'Herminier;9712003;"Office du Tourisme
1 Centre Commercial Marina";97110;POINTE-A-PITRE;0590820930;0590838922;;;;;01/02/2003;;16.2380667496, -61.5355740279;;16.2380667496, -61.5355740279
GRAND EST;VOSGES;Musée Départemental d'Art Ancien et Contemporain;8816001;1, Place Lagarde;88011;EPINAL Cedex;0329822033;0329820163;Site du conseil général - www.vosges.fr;1er Janvier, 1er mai, 1er novembre et 25 décembre;Ouvert le lundi et vendredi de 9h30 à 12h30 et de 14h à 17h30, le mercredi sur réservation, le jeudi de 9h30 à 12h30 et de 14h à 17h, le samedi de 10h30 à 12h30 et de 14h à 18h, et le dimanche de14h - 18h;;01/02/2003;;;;
BRETAGNE;FINISTERE;Ecomusée d'Ouessant - Vivre sur une Ile;2915501;Le Niou Huella;29242;OUESSANT;0298488637;0298488637;www.pnr-armorique.fr;1er janvier, 25 décembre;Ouvert de janvier à février, d'octobre à décembre de 11h30 à 17h du mardi au dimanche et tous les jours pendant les vacances scolaires (zone B), d'avril à juin, et septembre de 11h30 à 17h tous les jours et 18h lors des ponts et jours fériés, en juillet-a;;01/02/2003;;48.460406, -5.110939;48.460406, -5.110939;48.459903719, -5.08558073486
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Musée Lamartine;7127002;41, Rue Sigorgne;71000;MACON;0385399038;0385382060;http://www.macon.fr/Culture-sports-et-loisirs/Les-Musees-de-Macon;1er janvier, 1er mai, 14 juillet, 1er novembre, 25 décembre;Ouvert du mardi au samedi de 10 h à 12 h et de 14 h à 18 h, et le dimanche et autres jours fériés de 14h à 18h;;01/02/2003;;46.305187, 4.832539;46.305187, 4.832539;46.3175504743, 4.81977288125
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Musée Départemental du Compagnonnage;7127201;98, Rue Pierre-François Guillon;71570;ROMANECHE-THORINS;0385352202;0385358683;www.saoneetloire71.fr;1er mai, 15 décembre au 1er janvier;Ouvert tous les jours de janvier à mai et d'octobre à décembre de 14h à 18h, de juin à septembre de 10h à 18h;;01/02/2003;;46.187946, 4.73427;46.187946, 4.73427;46.2281804382, 4.74594921623
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Ecomusée de la Bresse Bourguignonne;7135101;Château départemental;71270;PIERRE-DE-BRESSE;0385762716;0385728433;www.ecomusee-de-la-bresse.com;1er mai, deux premières semaines de janvier;Ouvert du lundi au vendredi de 10h à 12h et de 14h à 18h, le samedi et dimanche de 14h à 18h;;01/02/2003;;46.88301, 5.262064;46.88301, 5.262064;46.8994601906, 5.25743617076
BRETAGNE;COTES D'ARMOR;Musée du Château de Dinan;2205001;Rue du Château;22100;DINAN;0296394520;0296875875;www.mairie-dinan.com;Janvier;Ouvert tous les jours du 1er octobre au 11 novembre de 13h30 à 17h30, du 1er juin au 30 septembre de 10h à 18h30;;01/02/2003;;48.450306, -2.043857;48.450306, -2.043857;48.4429392522, -2.05375025215
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Musée René Davoine;7110601;32, rue René Davoine;71120;CHAROLLES;0385883601;0385240820;www.institut-charolais.com (site de l'office du tourisme);;;;01/02/2003;;46.431256, 4.273255;46.431256, 4.273255;46.4335377061, 4.29626502013
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Musée Bourguignon -  Perrin de Puycousin;7154302;8, Place de l'Abbaye;71700;TOURNUS;0385512968;0385513657;Site des musées de Bourgogne;;;;01/02/2003;;46.566134, 4.909274;46.566134, 4.909274;46.545844055, 4.87188465339
BOURGOGNE-FRANCHE-COMTE;YONNE;Musée Zervos - Maison Romain Rolland;8944601;"Maison Romain-Rolland
Rue Saint-Etienne";89450;VEZELAY;0386323926;0386323927;www.musee-zervos.fr;;Ouvert du 15 mars au 15 novembre du mercredi au lundi  de 10h à 18h et tous les jours en  juillet-août;;01/02/2003;;47.4456860508, 3.76415147014;;47.4456860508, 3.76415147014
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Musée Municipal;7134202;Avenue Jean-Paul II;71600;PARAY-LE-MONIAL;;;;;;;01/02/2003;;46.450193, 4.120561;46.450193, 4.120561;46.4281559429, 4.10161949628
BOURGOGNE-FRANCHE-COMTE;TERRITOIRE DE BELFORT;Donation Maurice Jardot;9001002;"Musée(s) de Belfort
B.P. 20223";90004;BELFORT Cedex;0384904070;0384904071;www.musees-franchecomte.com;Le 1er novembre, le 25 décembre et le 1er janvier;Ouvert du 1er octobre au 31 mars du mercredi au lundi de 9h à 12h et de 14h à 17h, du 1er avril au 31 juin et en septembre du mercredi au lundi de 9h à 12h et de 14h à 18h, du 1et juillet au 31 août tous les jours de 9h à 18h;;01/02/2003;;;;
HAUTS-DE-France;NORD;Musée des Dentelles et Broderies;5913901;Place des Mantilles;59540;CAUDRY;0327762977;0327766201;www.musee-dentelle.caudry.fr;1er mai, 1er novembre, 25 décembre;Ouvert le lundi et du mercredi au vendredi de 9h00 à 12h00 et de 14h00 à 17h00, samedi dimanche et jourd fériés de 14h30 à 18h00;;26/05/2016;;50.127724, 3.415252;50.127724, 3.415252;50.1250979725, 3.43223199835
HAUTS-DE-France;NORD;Ecomusée de la Région;5924901;Place Maria Blondeau;59610;FOURMIES;0327606611;0327608888;www.ecomusee-avesnois.fr;Du 15 décembre  au 31 janvier;Ouvert de février à début décembre du mardi au vendredi de 9h30 à 12h et de 14h à 18h, week-end et jours fériés de 14h30 à 18h30;;01/02/2003;;50.017669, 4.042771;50.017669, 4.042771;50.0219945971, 4.04376753743
HAUTS-DE-France;NORD;MusVerre;5955501;76, Rue du général de Gaulle;59216;SARS-POTERIES;0359731616;0359731617;www.musverre.lenord.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche de 11h à 18h;;01/02/2003;;50.16662, 4.037797;50.16662, 4.037797;50.1687463201, 4.01936516486
HAUTS-DE-France;NORD;Musée du Dessin et de l'Estampe Originale;5927301;"Château Arsenal
Place Charles Valentin";59820;GRAVELINES;0328518100;0328518101;www.gravelines-musee-estampe.fr;1er mai, le 1er novembre et du 24 décembre au 1er janvier inclus;Ouvert du lundi, mercredi au vendredi de 14h à 17h, le week-end et jours fériés de 15h à 18h du 1er septembre au 30 juin et en juillet-août le lundi, mercredi au vendredi de 14h à 18h, le week-end et jours fériés de 10h à 12h et de 15h à 18h;;01/02/2003;;50.98845491, 2.14774710721;;50.98845491, 2.14774710721
HAUTS-DE-France;NORD;Musée Départemental de Flandre;5913501;"26 Grand Place 
B.P. 38";59670;CASSEL;0359734560;0359734550;http://museedeflandre.lenord.fr/fr/Accueil.aspx;1er janvier, 1er mai, lundi de Pâques, lundi de Pentecôte, 25 décembre;Ouvert du mardi au vendredi de 10h à 12h30 et de 14h à 18h, samedi et dimanche de 10h à 18h;Premier samedi du mois de 20h à 22h;01/02/2003;;50.8083185635, 2.46483503328;;50.8083185635, 2.46483503328
HAUTS-DE-France;NORD;Musée de l'Ostrevant;5909201;192, rue Edouard Lalo;59111;BOUCHAIN;0327357397;;http://museedostrevant.canalblog.com/;;Ouvert le dimanche de 15h à 18h d'avril à octobre, les autres jours toute l'année sur rendez-vous;;01/02/2003;;50.284651, 3.311321;50.284651, 3.311321;50.2733776483, 3.31798741017
HAUTS-DE-France;NORD;Musée Diocésain d'Art Sacré;5912202;"Service de la conservation du patrimoine culturel
11, Rue du Grand Séminaire - CS 80149";59403;CAMBRAI Cedex;0327813496;0327813491;http://liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html;;Salle d'exposition ouverte 20 jours en 2012 (septembre-décembre);;01/02/2003;;;;
OCCITANIE;HERAULT;Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération;3412901;390, Avenue de Pérols;34970;LATTES Cédex;0467997720;0467997721;www.museearcheo.montpellier3m.fr;1er janvier, 1er mai, 14 juillet, 15 août, 1er novembre et 25 décembre;Ouvert le lundi, mercredi au vendredi de 10h à 12h et de 13h30 à 17h30, samedi, dimanche et jours fériés de 14h à 19h;;01/02/2003;;43.566729, 3.908384;43.566729, 3.908384;43.5636689381, 3.90272500139
OCCITANIE;TARN;Musée du Protestantisme de la Réforme à la Laïcité;8109101;"""La Ramade""";81260;FERRIERES;0563740549;0563734501;www.mprl.fr et www.musees-midi-pyrenees.fr;15 décembre au 15 mars;Ouvert de juillet à septembre tous les jours de 10h à 12h et de 14h30 à 18h30,  mardi et dimanche de 14h30 à 18h30, hors saison du lundi au samedi de 14h à 17h, dimanche et jours fériés de 14h30 à 18h;;01/02/2003;;43.661945, 2.448157;43.661945, 2.448157;43.6113142668, 2.53318559265
OCCITANIE;LOT;Musée Murat;4613801;Place de Tolentino;46240;LABASTIDE MURAT;0565352363;0565311398;site de l'association des amis du musée;;Ouvert du mercredi au lundi du 15 juillet au 15 septembre de 10h à 12h et de 15h à 18h ainsi que les deux jours JEP;;01/02/2003;;44.646438, 1.567198;44.646438, 1.567198;44.6554006937, 1.59713194799
OCCITANIE;HERAULT;Musée Louis Médard;3414501;71, Place Martyrs de la Résistance;34400;LUNEL;0467878395;;www.museemedard.fr;Jours fériés;Ouvert du mercredi au vendredi de 14h à 18h et le samedi de 10h à 18h;;03/04/2017;;43.675458, 4.133656;43.675458, 4.133656;43.6926862761, 4.11007105423
OCCITANIE;HERAULT;Musée Municipal;3410801;4 bis, Rue Lucien Salette;34110;FRONTIGNAN-LA-PEYRADE;0467185005;0467185081;site de la ville - www.ville-frontignan.fr;;;;01/02/2003;;43.446991, 3.754951;43.446991, 3.754951;43.471821386, 3.77729139459
OCCITANIE;TARN;Musée Charles Portal - Histoire et Patrimoine;8106901;"Porte des Ormeaux
1, Rue Saint-Michel";81170;CORDES-SUR-CIEL;0563560611;0563560611;http://musee-charles-portal.asso-web.com ou http://savieuxcordes.canalblog.com;;Ouvert de Pâques à la Toussaint vendredi, samedi, dimanche et jours fériés de 15h à 18 et en juillet-août du mercredi au lundi de 14h30 à 18h30;;01/02/2003;;44.0807353424, 1.93361594933;;44.0807353424, 1.93361594933
OCCITANIE;HERAULT;Musée du Vieux Montpellier;3417209;"Hôtel de Varennes
2, Place Pétrarque";34000;MONTPELLIER;0467660294;0467348751;www.montpellier.fr/3803-manifestations-culturelles.htm;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche de 10h à 13h et de 14h à 18h;;01/02/2003;;43.613085594, 3.86919806969;;43.613085594, 3.86919806969
OCCITANIE;LOZERE;Musée du Gévaudan;4809501;3, Rue de l'Epine;48000;MENDE;0466498595;;http://www.mende.fr/1274-musee-ignon-fabre.html;;;;01/02/2003;;44.518396, 3.499291;44.518396, 3.499291;44.5167083556, 3.51736145419
OCCITANIE;PYRENEES ORIENTALES;Musée d'Archéologie Sous-Marine;6614801;Mairie;66660;PORT-VENDRES;0468820103;0462822233;;;;;01/02/2003;;42.517253, 3.104504;42.517253, 3.104504;42.502711951, 3.10451027968
OCCITANIE;PYRENEES ORIENTALES;Musée Archéologique de Ruscino;6613605;Château Roussillon;66000;PERPIGNAN;0468674717;;;;;;01/02/2003;;42.708868, 2.946321;42.708868, 2.946321;42.6965780787, 2.8990363094
NOUVELLE-AQUITAINE;DEUX-SEVRES;Musée d'Art et d'Histoire Georges Turpin;7920201;1, Rue de la Vau Saint-Jacques;79200;PARTHENAY;0549645373;0549949056;www.alienor.org ou www.cc-parthenay.fr/Patrimoine/Musee/presentation/present-2.htm;Jours fériés;Ouvert du mercredi au vendredi de 10h à 12h et de 14h à 18h, le dimanche de 14h30 à 18h et le samedi de juin à septembre de 14h30 à 18h;Les premiers Vendredis de chaque mois jusqu'à 20h;01/02/2003;;46.652064, -0.24942;46.652064, -0.24942;46.6764128938, -0.220232536654
NOUVELLE-AQUITAINE;CORREZE;Musée Labenche d'Art et d'Histoire;1903101;26 bis, boulevard Jules Ferry;19100;BRIVE-LA-GAILLARDE;0555181770;0555171771;www.musee-labenche.com ou www.brive.net;1er janvier, 1er mai, 1er novembre, 25 décembre;"Musée ouvert du mercredi au lundi du 1er mai au 30 septembre de 10h à 12h30 et de 13h30 à 18h, et du 1er octobre au 30 avril de 14h à 18h & expositions temporaires du lundi au samedi de 12h à 18h et le dimanche de 15h à 18h
Chapelle Saint-Libéral ouvert";;15/08/2002;;45.158512, 1.535911;45.158512, 1.535911;45.1432638879, 1.51886484736
NOUVELLE-AQUITAINE;CHARENTE-MARITIME;Musée Municipal des Cordeliers;1734701;9, Rue Régnaud;17400;SAINT-JEAN-D'ANGELY;0546250972;0546322954;www.angely.net;;Ouvert de mi juin à mi septembre du mardi au dimanche, et jours fériés (hors lundis) de 10h30 à 12h30 et de 13h30 à 18h, de mi-septembre à mi-juin du mercredi auvendredi de 14h à 18h, samedi, dimanche et jours fériés de 14h30 à 18h;Samedi jusqu'à 20h;01/02/2003;;45.94262, -0.523469;45.94262, -0.523469;45.947220271, -0.4881385622
